Composer	Title	RISM ID	A number	B number
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Grave e Cantabile | Sonata. II."	406002243		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Grave | Sonata. III."	406002244		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Largo. | Sonata. IV."	406002245		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Adagio | Sonata V."	406002246		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Lento | Sonata. VI."	406002247		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Largo | Sonata. I."	406002242		
"Zingarelli, Niccolò Antonio$d1752-1837$jAscertained$0100966"	"[title:] ANTIGONE | OPERA EN TROIS ACTES | Représenté pour la 1.|r|e fois par l'Académie | Royale de Musique le 30. Avril 1790. | PAROLES | de M.|r Marmontel. | MUSIQUE | de M.|r Zingarelli. | Prix 24 |t|t | A PARIS Chez Imbault, Rue S. Honoré près l'Hôtel d'Aligre, au mont d'Or N.|o 627."	990069923	Z 242; ZZ 242	
"Arne, Thomas Augustine$d1710-1778$034778"	"A new edition of Artaxerxes, a serious opera as performed at the Theatres Royal Covent Garden and Drury Lane for the voice, harpsichord and violin [London, S.A. & P. Thompson]"	990001633	A 1632; AA 1632	
"Stumpff, Johann Christian$d1737-1801$030003083"	"Sei duetti [C, D, F, G, a, B] per due viole o per una viola e violoncello o sia per due violoncelli o due bassoni, opera VI. [Paris, Bureau d'Abonnement Musical; Lyon, Castaud (gravés par Mme Vendôme et Mlle sa fille); Paris, Bureau d'Abonnement Musical; Lyon, Castaud (gravés par Mme Vendôme et Mlle sa fille)]"	990063343	S 7066	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 5 [Paris, Imbault]"	990051896	P 4485	
"Huber, Pancratius$d18.sc$030001574"	"Six duettes à un violon et alto viola ... opera prima. [Amsterdam, Johann Julius Hummel]"	990031550	H 7598	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 3 [Paris, Imbault]"	990051997	P 4584	
"Pleyel, Ignace$d1757-1831$024761"	"Deux grandes sonates pour le clavecin ou le piano forte avec accompagnement d'un violon ad libitum ... œuvre VII [London, Birchall & Andrews]"	990051808	P 4396	
"Pleyel, Ignace$d1757-1831$024761"	"A favorite sonata for the harpsichord or piano forte with an accompaniment for a violin [London, Preston & son]"	990051832	P 4420	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 4 [Paris, Imbault]"	990052097	P 4684	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 2 [Paris, Imbault]"	990052013	P 4600	
"Arnold, Samuel$d1740-1802$0167367"	"The | CASTLE of ANDALUSIA | A COMIC OPERA | as it is Performed, with Universal Applause, at the | THEATRE ROYAL in COVENT GARDEN: | the Selected Airs by | Handel, Giordani, Giardini, | Vento, Bertoni, D.|r Arne, | and Carolan the Irish Bard. | THE OVERTURE, CHORUSSES, NEW AIRS &c, COMPOSED, BY | Op XX DOCTOR ARNOLD. Pr 10.6. | London Printed for John Bland, at his Music Warehouse N.|o 45 Holborn | where may be had, all the above Composer's Works. Enter'd at Stationer's Hall."	990002221	A 2220; AA 2220	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forte avec accompagnement d'un violon, ad-libitum ... livre 1 [Paris, Imbault]"	991024867	PP 4591a	
"Arne, Thomas Augustine$d1710-1778$034778"	"The overture to Thomas and Sally in 8 parts. [s.l., s.n.]"	992005065	A 1940; AA 1940	
"Corri, Domenico$d1746-1825$030004734"	"My ain kind dearie. With variations ... a Scotch air [for the pianoforte] [ [s.l., s.n.]"	992005501	C 4121	
"Bréval, Jean-Baptiste$d1753-1823$030000482"	"Six duetts for a violin and violoncello ... opera 19 [London, Longman & Broderip]"	990007000	B 4383; BB 4383	
"Paisible, James$d1650c-1721$030002420"	"Six sonatas of two parts for two flutes ... opera prima. [London, J. Walsh & J. Hare]"	990047714	P 80	
"Tacet, Joseph$d18.sc$030004717"	"Second collection of Italian, French and English favorite airs and minuets with variations adapted for two german flutes ... by J. Tacet. [London, Tacet]"	990063551	T 9; TT 9	
"Courteville, Raphael$d1735c+$030014039"	"Sonatas [F, c, a, G, g, F] of two parts, compos'd and purposly [!] contrived for two flutes [London, s.n.]"	990011698	C 4345; CC 4345	
"Tacet, Joseph$d18.sc$030004717"	"A collection of Italian, French, and English favourite airs and minuets with variations, adapted for two german flutes or two violins or two guittars by Mr. Tacet. [London, Tacet]"	990063550	T 8; TT 8	
"Croft, William$d1678-1727$030004123"	"Six sonatas of two parts, ... for two flutes. To which is added an excellent solo for a flute and a bass by Papus [= Pepusch] [London, John Walsh & John Hare]"	991016701	CC 4534a	
"Stamitz, Carl$d1745-1801$0121537"	"Six duos à un violon et alto viola ... œuvre premier [Nr. 6 = op. 12/3]. [Berlin, Johann Julius Hummel; Amsterdam, au grand magazin de musique]"	990060852	S 4524; SS 4524	
"Hasse, Johann Adolf$d1699-1783$051928"	"Twelve DUETS | or | CANZONETS | FOR TWO | GERMAN FLUTES or VOICES | Compos'd by Sig:|r Hasse &c. | To which is added | The favourite Song of Sig.|ra Galli | London.Printed for I. Walsh, in Catharine Street, in the Strand. | ... |"	990026489	H 2305; HH 2305	
"Storace, Stephen$d1762-1796$030003060"	"THE PIRATES , | an | Opera | in Three Acts , | As Performed at the | Theatre Royal Drury Lane | the Music | Composed | By STEPHEN STORACE. | Price, 12.|s | Entered at Stationers Hall. | LONDON Printed & Sold by J. DALE, N,,|o 19, Cornhill & N,,|o 132, Oxford Street opposite Hanover Square."	990063096	S 6814; SS 6814	
"Shield, William$d1748-1829$030004470"	"THE CHOLERIC FATHERS, | A | Comic Opera | performed with universal applause at the | Theatre Royal Covent Garden | Composed by W,|.|m SHIELD. | Opera.  4. | Entered at Stationers Hall. | London Printed by Longman & Broderip N.|o 26 Cheapside & 13 Haymarket"	990059314	S 2931; SS 2931	
